1021|Bloodsuckers|REGULAR|SMALL|20.00|70.00b|1.75b|3.50b|2.00b|10.00b|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1022|The Sight of Solus|REGULAR|SMALL|20.00|100.00b|2.50b|5.00b|3.00b|10.00b|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1023|Deadly Horgrak|REGULAR|SMALL|100.00|800.00t|4.00t|8.00t|5.00t|600.00t|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1024|Garganoth, Servant of Hlaar|REGULAR|SMALL|30.00|2.08t|34.67b|69.34b|70.00b|1.90t|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1025|Deadly Bloodmane|REGULAR|SMALL|120.00|30.00q|125.00t|250.00t|125.00t|1.50q|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1026|Shackled Spirit|REGULAR|SMALL|30.00|496.59t|8.28t|16.56t|15.00t|50.00t|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1027|Black Hand Prowlers|REGULAR|SMALL|120|897.82t|3.75t|7.49t|45.00t|60.00t|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
1028|Ocean Drake|REGULAR|SMALL|130|1.66q|6.38t|12.75t|20.00t|200.00t|(10 10),(50 25),(100 50),(250 100),(500 250),(1000 500),(5000 1000)
2001|Mazalu|REGULAR|MEDIUM|50.00|10.00m|100.00k|200.00k|25.00k|1.70m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2002|Bloody Alice|REGULAR|MEDIUM|50.00|30.00m|300.00k|600.00k|1.23m|5.10m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2003|Scylla|REGULAR|MEDIUM|50.00|50.00m|500.00k|1.00m|125.00k|8.50m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2004|Kerberos|REGULAR|MEDIUM|50|70.00m|700.00k|1.40m|1.75m|11.90m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2005|Zombie Horde|REGULAR|MEDIUM|50|90.00m|900.00k|1.80m|225.00k|15.30m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2006|Nidhogg|REGULAR|MEDIUM|50|104.00m|1.04m|2.08m|260.00k|17.68m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2007|Erakka-Sak|REGULAR|MEDIUM|50|124.00m|1.24m|2.48m|310.00k|21.08m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2008|Tisiphone the Vengeful|REGULAR|MEDIUM|50|7.50b|75.00m|150.00m|150.00m|675.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
2009|Headmaster Grimsly|REGULAR|MEDIUM|50|144.00m|1.44m|2.88m|360.00k|24.48m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2010|Riddler Gargoyle|REGULAR|MEDIUM|50|8.00b|80.00m|160.00m|100.00m|1.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2011|The Baroness|REGULAR|MEDIUM|50|136.00m|1.36m|2.72m|340.00k|23.12m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2012|Hurkus the Eviscerator|REGULAR|MEDIUM|50|11.25b|112.50m|225.00m|300.00m|900.00m|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2013|Gulkinari|REGULAR|MEDIUM|50|15.00b|150.00m|300.00m|225.00m|1.50b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2014|General Korxun|REGULAR|MEDIUM|50|20.00b|200.00m|400.00m|300.00m|5.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2015|Drunken Ragunt|REGULAR|MEDIUM|50|25.50b|255.00m|510.00m|225.00m|5.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2016|Shadow|REGULAR|MEDIUM|50|35.00b|350.00m|700.00m|500.00m|1.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2017|Rudaru the Axe Master|REGULAR|MEDIUM|50|36.75b|367.50m|735.00m|750.00m|1.50b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2018|Doppelganger|REGULAR|MEDIUM|50|48.00b|480.00m|960.00m|1.00b|5.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
2019|Yule Punishment Bearer|REGULAR|MEDIUM|50|120.00b|1.20b|2.40b|3.00b|10.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2020|Damned Shade|REGULAR|MEDIUM|40|200.00b|2.50b|5.00b|2.50b|15.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2021|Ascendant's Echo|REGULAR|MEDIUM|50|300.00b|3.00b|6.00b|3.00b|18.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2022|Dryads of the Dark Wood|REGULAR|MEDIUM|50|320.00b|3.20b|6.40b|5.00b|30.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2023|Lost|REGULAR|MEDIUM|50|500.00b|5.00b|10.00b|7.50b|20.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2024|Black Hand Lieutenant|REGULAR|MEDIUM|50|5.00t|50.00b|100.00b|100.00b|900.00b|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2025|Deadly Black Hand Lieutenant|REGULAR|MEDIUM|200|600.00t|1.50t|3.00t|5.00t|100.00t|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2026|Thurmavus the Ripper|REGULAR|MEDIUM|100|5.86t|29.30b|58.60b|30.00b|1.00t|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2027|Yule Workshop|REGULAR|MEDIUM|125|650.00t|2.60t|5.20t|10.00t|30.00t|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2028|Firecracker Golem|REGULAR|MEDIUM|75|633.75t|4.23t|8.45t|5.00t|70.00t|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2029|Zranras the Smasher|REGULAR|MEDIUM|75|828.75t|5.53t|11.05t|68.00t|98.00t|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
2030|Bound Protector|REGULAR|MEDIUM|100|44.93q|224.61t|449.22t|250.00t|3.00q|(10 25),(50 50),(100 100),(250 250),(500 500),(1000 1000),(5000 2000)
3001|General Grune|REGULAR|LARGE|100|40.00m|200.00k|400.00k|400.00k|3.60m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3002|Lurking Horror|REGULAR|LARGE|100|70.00m|350.00k|700.00k|140.00k|6.30m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3003|Gravlok the Night-Hunter|REGULAR|LARGE|100|100.00m|500.00k|1.00m|200.00k|9.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3004|Hydra|REGULAR|LARGE|100|130.00m|650.00k|1.30m|260.00k|11.70m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3005|Stein|REGULAR|LARGE|100|160.00m|800.00k|1.60m|320.00k|14.40m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3006|Kang-Gsod|REGULAR|LARGE|100|190.00m|950.00k|1.90m|380.00k|17.10m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3007|Wexxa the Worm-Tamer|REGULAR|LARGE|100|220.00m|1.10m|2.20m|440.00k|19.80m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3008|Rift the Mauler|REGULAR|LARGE|100|250.00m|1.25m|2.50m|500.00k|22.50m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3009|Leonine Watcher|REGULAR|LARGE|100|16.00b|80.00m|160.00m|100.00m|1.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3010|Teremarthu|REGULAR|LARGE|100|24.00b|120.00m|240.00m|100.00m|1.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3011|Z'ralk'thalat|REGULAR|LARGE|100|35.00b|175.00m|350.00m|100.00m|1.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3012|Malleus Vivorum|REGULAR|LARGE|100|20.00b|100.00m|200.00m|150.00m|900.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3013|Verkiteia|REGULAR|LARGE|100|22.50b|112.50m|225.00m|250.00m|1.50b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3014|Drulcharus|REGULAR|LARGE|100|25.00b|125.00m|250.00m|300.00m|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3015|Gigantomachy|REGULAR|LARGE|100|100.00b|500.00m|1.00b|500.00m|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3016|Green Killers|REGULAR|LARGE|100|50.00b|250.00m|500.00m|500.00m|5.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3017|Yule Present Bearer|REGULAR|LARGE|100|120.00b|600.00m|1.20b|1.00b|10.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3018|Blood Dancer|REGULAR|LARGE|100|200.00b|1.00b|2.00b|1.00b|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
3019|Qwiladrian Sporeforms|REGULAR|LARGE|100|400.00b|2.00b|4.00b|10.00b|20.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3020|The Thaw of Elvigar|REGULAR|LARGE|100|600.00b|3.00b|6.00b|3.00b|25.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3021|Lord Hoton the Usurper|REGULAR|LARGE|100|700.00b|3.50b|7.00b|4.00b|25.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3022|Initiates of the Abyss|REGULAR|LARGE|100|800.00b|4.00b|8.00b|4.00b|30.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3023|Umbra Spider|REGULAR|LARGE|120|15.60t|65.00b|130.00b|130.00b|2.20t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3024|Lord Rathanas|REGULAR|LARGE|100|260.00t|1.30t|2.60t|3.00t|15.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3025|Deadly Ragetalon|REGULAR|LARGE|200|15.00q|37.50t|75.00t|40.00t|1.50q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3026|Belistor the Echo Raider|REGULAR|LARGE|150|598.00t|2.00t|3.99t|12.00t|40.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3027|Deadly Verkiteia|REGULAR|LARGE|200|30.00q|75.00t|150.00t|75.00t|2.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3028|Infernal Skeleton|REGULAR|LARGE|150|2.18q|7.25t|14.50t|15.00t|100.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3029|Deadly Hydra|REGULAR|LARGE|175|30.00q|85.72t|171.43t|100.00t|2.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3030|Werereindeer|REGULAR|LARGE|250|48.52q|97.04t|194.07t|250.00t|3.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
3031|Diseasebearer|REGULAR|LARGE|250|97.02q|194.04t|388.08t|200.00t|8.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4001|Erebus the Black|REGULAR|EPIC|250|300.00m|600.00k|1.20m|450.00k|12.30m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4002|Sir Cai|REGULAR|EPIC|250|700.00m|1.40m|2.80m|1.05m|28.70m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4003|Bogstench|REGULAR|EPIC|250|900.00m|1.80m|3.60m|1.35m|36.90m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4004|Ulfrik|REGULAR|EPIC|250|1.00b|2.00m|4.00m|1.50m|41.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4005|Tainted Erebus|REGULAR|EPIC|250|500.00m|1.00m|2.00m|750.00k|20.50m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4006|Guilbert the Mad|REGULAR|EPIC|250|1.10b|2.20m|4.40m|1.65m|45.10m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4007|Sisters of the Song|REGULAR|EPIC|250|1.20b|2.40m|4.80m|1.80m|49.20m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4008|Mesyra the Watcher|REGULAR|EPIC|250|2.00b|4.00m|8.00m|3.00m|82.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4009|Nimrod the Hunter|REGULAR|EPIC|250|2.40b|4.80m|9.60m|3.60m|98.40m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4010|Phaedra the Deceiver|REGULAR|EPIC|250|2.80b|5.60m|11.20m|4.20m|114.80m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4011|Jack|REGULAR|EPIC|250|3.00b|6.00m|12.00m|12.00m|576.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4012|Jack's Revenge|REGULAR|EPIC|250|15.00b|30.00m|60.00m|60.00m|3.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4013|Centurion Marius|REGULAR|EPIC|250|40.00b|80.00m|160.00m|100.00m|1.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4014|Frog-Men Assassins|REGULAR|EPIC|250|64.00b|128.00m|256.00m|400.00m|3.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4015|Burbata the Spine-Crusher|REGULAR|EPIC|250|5.00b|10.00m|20.00m|100.00m|1.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4016|Yydian's Sanctuary|REGULAR|EPIC|250|50.00b|100.00m|200.00m|250.00m|1.50b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4017|Shaar the Reaver|REGULAR|EPIC|250|60.00b|120.00m|240.00m|300.00m|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4018|Rannveig|REGULAR|EPIC|250|60.00b|120.00m|240.00m|500.00m|3.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4019|Legions of Darkness|REGULAR|EPIC|250|80.00b|160.00m|320.00m|2.50b|5.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4020|Valley of Death|REGULAR|EPIC|250|88.00b|176.00m|352.00m|1.00b|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4021|Murgrux the Mangler|REGULAR|EPIC|250|100.00b|200.00m|400.00m|2.50b|5.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4022|Marble Colossus|REGULAR|EPIC|250|120.00b|240.00m|480.00m|1.40b|2.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
4023|The Haunted Forest|REGULAR|EPIC|200|440.00b|1.10b|2.20b|3.00b|40.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4024|Qwiladrian Stormship|REGULAR|EPIC|200|600.00b|1.50b|3.00b|2.00b|25.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4025|Jershan'thurn's Portal|REGULAR|EPIC|200|1.00t|2.50b|5.00b|3.00b|50.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4026|Odious Pods|REGULAR|EPIC|200|700.00b|1.75b|3.50b|3.00b|50.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4027|Reaper Mantis|REGULAR|EPIC|200|800.00b|2.00b|4.00b|10.00b|60.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4028|Satyr Party Crashers|REGULAR|EPIC|150|900.00b|3.00b|6.00b|3.00b|50.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4029|Shadow Assassins|REGULAR|EPIC|250|7.80t|15.60b|31.20b|20.00b|2.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4030|Gate of the Underworld|REGULAR|EPIC|250|520.00t|1.04t|2.08t|8.00t|30.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4031|Void Queen Anastis|REGULAR|EPIC|250|845.00t|1.69t|3.38t|12.00t|40.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4032|Deadly Reaper Mantis|REGULAR|EPIC|270|40.00q|74.08t|148.15t|90.00t|2.50q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4033|Volcanic Worm|REGULAR|EPIC|300|58.60q|97.66t|195.32t|250.00t|3.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
4034|Deadly Erebus|REGULAR|EPIC|800|500.00q|312.50t|625.00t|8.00q|60.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5001|Lord Tyranthius|REGULAR|COLOSSAL|500|1.20b|1.20m|2.40m|480.00k|21.60m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5002|Nalagarst|REGULAR|COLOSSAL|500|1.40b|1.40m|2.80m|560.00k|25.20m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5003|Kalaxia the Far-Seer|REGULAR|COLOSSAL|500|1.60b|1.60m|3.20m|640.00k|28.80m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5004|Bellarius the Guardian|REGULAR|COLOSSAL|500|1.80b|1.80m|3.60m|1.20m|32.40m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5005|Mardachus the Destroyer|REGULAR|COLOSSAL|500|2.20b|2.20m|4.40m|880.00k|39.60m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5006|Tenebra the Shadow-Mistress|REGULAR|COLOSSAL|500|4.00b|4.00m|8.00m|1.60m|72.00m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5007|Valanazes the Gold|REGULAR|COLOSSAL|500|4.80b|4.80m|9.60m|1.92m|86.40m|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5008|Caracalla|REGULAR|COLOSSAL|500|200.00b|200.00m|400.00m|400.00m|3.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5009|Count Siculus' Phantom|REGULAR|COLOSSAL|500|4.25b|4.25m|8.50m|400.00m|2.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5010|Ruzzik the Slayer|REGULAR|COLOSSAL|500|220.00b|220.00m|440.00m|500.00m|3.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5011|Cannibal Barbarians|REGULAR|COLOSSAL|500|240.00b|240.00m|480.00m|250.00m|3.50b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5012|Vortex Abomination|REGULAR|COLOSSAL|500|205.00b|205.00m|410.00m|400.00m|3.50b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5013|Xerkara|REGULAR|COLOSSAL|500|260.00b|260.00m|520.00m|300.00m|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5014|Kr'xunara of the Bloody Waves|REGULAR|COLOSSAL|500|250.00b|250.00m|500.00m|300.00m|8.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5015|Clockwork Dragon|REGULAR|COLOSSAL|500|280.00b|280.00m|560.00m|300.00m|10.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5016|Hellemental|REGULAR|COLOSSAL|500|300.00b|300.00m|600.00m|300.00m|10.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5017|Kanehuar Yachu|REGULAR|COLOSSAL|500|400.00b|400.00m|800.00m|500.00m|15.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5018|Karkata|REGULAR|COLOSSAL|500|380.00b|380.00m|760.00m|600.00m|15.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5019|Thratu's Abomination|REGULAR|COLOSSAL|500|360.00b|360.00m|720.00m|600.00m|20.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5020|Way Warden|REGULAR|COLOSSAL|500|460.00b|460.00m|920.00m|1.00b|20.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5021|Vineborn Behemoth|REGULAR|COLOSSAL|500|800.00b|800.00m|1.60b|1.00b|40.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
5022|Badlands Ambusher|REGULAR|COLOSSAL|500|900.00b|900.00m|1.80b|1.25b|50.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5023|Prison of Fear|REGULAR|COLOSSAL|400|10.00t|12.50b|25.00b|100.00b|200.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5024|The Frozen Spire|REGULAR|COLOSSAL|300|1.20t|2.00b|4.00b|5.00b|60.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5025|Engine of the Ancients|REGULAR|COLOSSAL|250|1.60t|3.20b|6.40b|5.00b|100.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5026|Beastman Stampede|REGULAR|COLOSSAL|200|1.80b|4.50m|9.00m|5.00b|150.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5027|Balor|REGULAR|COLOSSAL|250|3.00t|6.00b|12.00b|10.00b|200.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5028|Deadly Bastion of Blood|REGULAR|COLOSSAL|400|400.00t|500.00b|1.00t|5.00t|50.00t|(5 50),(25 100),(50 250),(125 500),(250 1000),(500 2000),(2500 2000)
5029|Demonic Gateway|REGULAR|COLOSSAL|250|832.00t|1.67t|3.33t|10.00t|30.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5030|Terracles Beetle|REGULAR|COLOSSAL|400|1.04q|1.30t|2.60t|3.00t|80.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5031|Craenaestra the Stalker|REGULAR|COLOSSAL|500|2.08q|2.08t|4.16t|12.00t|150.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5032|Deadly Kalaxia the Far-Seer|REGULAR|COLOSSAL|500|35.00q|35.00t|70.00t|35.00t|2.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5033|Gloom Colossus|REGULAR|COLOSSAL|500|49.73q|49.73t|99.45t|80.00t|5.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
